ABE	1953063
ACH	2228148
ALL	1388283
AND	2560449
ANG	1438822
ASS	1637390
AUF	2630884
AUS	2163073
BEI	2248560
BEN	1657431
BER	3286740
CHA	1651209
CHE	5254952
CHT	3699593
DAS	3469167
DEM	1497336
DEN	5033246
DER	9420599
DES	1950829
DIE	5635370
EBE	1509730
EDE	1885489
EGE	1878208
EIN	7489063
EIT	3018115
ENA	2004039
END	3979534
ENE	2202487
ENI	1354526
ENS	3286666
ENT	2565432
ENW	1504390
ERA	2091956
ERB	1597827
ERD	2738482
ERE	3405234
ERG	1549156
ERI	1732650
ERK	1408931
ERN	2465524
ERS	3833032
ERT	2442564
ESE	1444923
EST	1832841
GEN	4013211
GER	1575568
GES	1789201
HEN	2796252
HER	1661663
HRE	1513828
ICH	6760120
IER	2112165
IES	1389270
IGE	1752061
IND	2658516
INE	4345996
ION	1372306
ISC	1367184
IST	2378235
ITE	1608708
LIC	1897845
LLE	2065617
MEN	1761150
MIT	2378804
NDE	6482747
NDI	1998657
NEN	2600809
NER	2158847
NGE	3210783
NTE	2324682
NUN	1597207
RDE	3151853
REI	2734464
REN	2210668
RST	1547695
RTE	1606712
RUN	1735574
SCH	6899233
SEI	1947209
SEN	1691245
SIC	1685410
SSE	1765771
STA	1987440
STE	3775633
TEI	1809918
TEN	4574812
TER	4025969
UCH	1810924
UND	4368411
UNG	3555443
VER	3071930
VON	1661199
VOR	1392584
WEI	1446759
