AAA	64720505
AAB	43659360
AAC	95880068
AAD	62105939
AAE	8246675
AAF	29491043
AAG	35775994
AAH	10764121
AAI	35454092
AAJ	3304485
AAK	11913606
AAL	134386244
AAM	50413238
AAN	521256605
AAO	7432078
AAP	51603552
AAQ	3502684
AAR	222075953
AAS	99224600
AAT	89448461
AAU	75807587
AAV	23787084
AAW	12562838
AAX	2297181
AAY	3651110
AAZ	15057986
ABA	863509330
ABB	205362754
ABC	103474297
ABD	43280713
ABE	853239041
ABF	12322329
ABG	7497987
ABH	24875560
ABI	1632125811
ABJ	4960239
ABK	4194178
ABL	5231381622
ABM	13165176
ABN	30236226
ABO	4258547437
ABP	14555210
ABQ	1494928
ABR	428433572
ABS	496963698
ABT	29915923
ABU	428712624
ABV	5784257
ABW	34824786
ABX	2194083
ABY	391735238
ABZ	1683459
ACA	1065824837
ACB	23724242
ACC	3680387742
ACD	99285383
ACE	3411008620
ACF	17979665
ACG	19736496
ACH	3799166227
ACI	1375406869
ACJ	5697334
ACK	5545389093
ACL	323248583
ACM	55694963
ACN	33587194
ACO	1622727070
ACP	37901482
ACQ	167562773
ACR	675869397
ACS	103422277
ACT	7780788086
ACU	480362473
ACV	8381490
ACW	16633581
ACX	7662344
ACY	1308310390
ACZ	8729126
ADA	1679654127
ADB	282533203
ADC	289301918
ADD	3065287079
ADE	3961680814
ADF	183092975
ADG	129262043
ADH	145833880
ADI	2432248392
ADJ	214183200
ADK	19755885
ADL	333595210
ADM	983514869
ADN	180834375
ADO	1164444121
ADP	172791224
ADQ	35571445
ADR	331952434
ADS	1071306557
ADT	549531704
ADU	652921252
ADV	2045472239
ADW	162389297
ADX	6748683
ADY	613129895
ADZ	10662678
AEA	36595622
AEB	9665189
AEC	25421164
AED	57832624
AEE	5968374
AEF	12117226
AEG	21883958
AEH	5109372
AEI	9258299
AEJ	2123329
AEK	6066029
AEL	396343661
AEM	66976950
AEN	72462230
AEO	29060121
AEP	12835633
AEQ	4045995
AER	132879106
AES	88449283
AET	44918190
AEU	27300073
AEV	20419269
AEW	12353811
AEX	40843952
AEY	3136935
AEZ	2637810
AFA	346057590
AFB	13529750
AFC	16666965
AFD	7680161
AFE	882029183
AFF	1312049255
AFG	49573744
AFH	3283553
AFI	289677503
AFJ	1203398
AFK	2874386
AFL	133303551
AFM	8209064
AFN	7809602
AFO	358324133
AFP	13465416
AFQ	292769
AFR	825388511
AFS	30595709
AFT	1415971799
AFU	155706536
AFV	1861582
AFW	3402220
AFX	3325337
AFY	3606678
AFZ	1332864
AGA	1421594402
AGB	24076355
AGC	33992446
AGD	20020686
AGE	11949496341
AGF	16327950
AGG	231854757
AGH	62107490
AGI	751978916
AGJ	2849101
AGK	3121472
AGL	179688635
AGM	58111758
AGN	335460344
AGO	919397820
AGP	30701082
AGQ	1027152
AGR	1335870597
AGS	276692128
AGT	26018864
AGU	430584429
AGV	3311576
AGW	17108929
AGX	1130083
AGY	12132036
AGZ	1720294
AHA	479914834
AHB	21084729
AHC	23472646
AHD	13538827
AHE	246989644
AHF	6618842
AHG	7620323
AHH	19095579
AHI	206678964
AHJ	12932695
AHK	5343775
AHL	36713168
AHM	44504186
AHN	27363242
AHO	913059249
AHP	12133100
AHQ	960509
AHR	60303929
AHS	41811007
AHT	27296278
AHU	118983544
AHV	17637231
AHW	16845943
AHX	749548
AHY	27211843
AHZ	1250017
AIA	47183092
AIB	27483438
AIC	112090075
AID	1490251098
AIE	16708470
AIF	23339609
AIG	282856056
AIH	20033852
AII	126441196
AIJ	23507676
AIK	36060888
AIL	6072492710
AIM	599032756
AIN	7203902170
AIO	46335846
AIP	42199901
AIQ	1220925
AIR	2353078043
AIS	634849175
AIT	565685132
AIU	7235171
AIV	38049631
AIW	66881639
AIX	14678307
AIY	6258021
AIZ	12415866
AJA	114077190
AJB	1989255
AJC	3946663
AJD	3815860
AJE	58896950
AJF	976358
AJG	1965022
AJH	1529408
AJI	31885705
AJJ	3109068
